NO,Predict,aat0dem,aat10dem,asp,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,clay,dem,eco,im,lst,lucc,mor,ndvi,pa,sand,silt,slope,soil,tadem,veg,water
5789,0,58648,51830,161.565,167,277,53,1321,239,33,53,566,131,510,137,77,23,8696,328,7,321,208,73,29,9,1,7273,14472,112,21,4448,15406,33,38,3.01696,23124100,161,0,1119.28
7068,0,58648,51830,106.699,167,277,53,1322,239,34,53,566,132,510,138,77,23,8712,328,6,322,208,73,29,13,1,7302,14472,112,21,4448,15431,33,38,3.31953,23119100,161,5772,573.539
4964,0,58465,51738,45,166,276,51,1296,229,37,50,544,134,503,140,78,24,8792,328,4,324,251,71,22,4,1,7082,14451,123,11,4448,15187,47,31,3.59653,23125100,160,580,565.07
6583,0,57063,50854,241.39,162,273,45,1219,204,39,48,503,146,498,156,81,24,8859,326,-3,329,247,68,41,33,1,5658,14424,122,12,4448,13543,21,38,3.98199,23121124,157,580,486.201
7216,0,57185,50945,161.565,162,273,43,1261,216,39,48,522,147,503,157,79,24,8942,326,-3,329,248,66,29,51,2,6261,,24,31,4450,14161,33,38,3.01696,23119100,157,4301,9098.91
11424,0,58010,51463,296.565,165,276,47,1229,209,36,48,510,134,485,138,78,23,8926,329,0,329,252,68,29,1,1,6195,14487,113,11,4451,14257,33,38,0.711726,23119106,159,580,344.872
6313,0,58187,51524,100.305,163,274,47,1341,234,40,50,563,144,515,157,77,23,8820,326,0,326,249,68,43,114,3,8298,14449,31,41,4451,16178,24,33,17.253,23115192,159,580,5241.41
6947,0,54832,48928,123.69,158,266,43,1339,223,43,49,548,155,532,177,79,24,8650,320,-4,324,240,114,36,125,2,9874,14393,22,31,4451,15767,39,25,3.43891,23121120,150,2402,1015.47
9736,0,59190,52071,201.801,170,279,56,1377,241,42,51,594,149,509,158,79,24,8647,333,10,323,211,78,28,16,1,7051,14568,113,21,4452,15109,36,36,1.71364,23110132,162,5772,3021.95
7791,0,58063,51338,341.565,168,277,54,1328,237,35,52,574,140,501,144,80,24,8654,331,8,323,209,76,29,20,2,7816,14515,21,21,4452,15678,33,38,1.00648,23116140,159,580,1081.35
7066,0,59189,52101,8.74616,165,274,51,1260,225,29,53,559,132,465,134,76,23,8654,324,6,318,206,72,12,37,1,6589,1456,113,14,4452,14787,62,26,4.17929,23115192,162,2402,2101.7
7961,0,58947,51980,90,168,277,53,1348,240,36,53,594,136,504,148,76,23,8712,329,6,323,209,74,29,15,3,7222,14466,31,31,4452,15383,33,38,1.90915,23121122,162,580,1130.98
4938,0,56941,50732,4.08562,162,273,44,1298,224,39,49,541,144,510,153,77,23,8903,325,-2,327,248,65,31,44,1,7153,14418,113,17,4452,14933,36,33,4.45867,23121122,156,2402,11841.6
8968,0,59224,52133,26.5651,170,279,55,1353,235,39,52,599,146,487,156,78,24,8696,331,8,323,212,77,26,16,1,6437,14486,113,21,4453,14511,36,38,2.1343,23110132,162,5772,3048.99
11425,0,58648,51830,315,167,277,53,1321,239,34,53,565,132,510,138,77,23,8704,328,6,322,207,73,29,9,5,7338,14466,52,17,4453,15461,33,38,0.900242,23119100,161,5772,524.266
2727,1,57521,51157,180,162,276,42,1166,193,36,48,487,137,483,141,80,23,9109,329,-7,336,251,65,29,6,4,4482,14415,46,11,4453,12634,33,38,0,23119100,158,5772,16.9038
2729,1,57521,51157,320.44,162,276,42,1166,193,36,48,487,137,483,141,80,23,9109,329,-7,336,251,65,29,15,4,4475,14415,46,11,4453,12628,33,38,9.41055,23119100,158,5772,223.955
2730,1,57521,51157,270,162,277,42,1166,193,36,48,487,137,483,141,80,23,9130,329,-7,336,252,65,29,4,4,4482,14415,46,11,4453,12634,33,38,3.81407,23119100,158,5772,123.967
7494,0,52466,44921,9.09028,152,259,45,1376,245,29,53,583,119,583,119,81,26,8365,309,0,309,259,45,26,211,2,5285,14377,21,41,4453,13098,33,41,15.7119,23119100,144,4301,2656.74
5485,0,58494,51707,112.38,165,275,54,1308,244,29,53,543,122,529,122,78,24,8615,326,8,318,248,54,29,31,1,6390,,113,21,4453,14573,33,38,5.83183,23121122,160,580,3190.03
10696,0,59159,52009,276.34,169,277,54,1375,242,41,51,590,147,517,155,80,24,8682,332,8,324,211,76,29,24,1,7420,14594,113,11,4454,15506,33,38,2.87999,23119100,162,580,3780.22
11207,0,58505,51120,6.58195,162,267,49,1640,287,46,53,730,166,574,212,79,24,8494,321,0,321,203,69,29,148,1,9789,14531,113,31,4454,16855,33,38,8.27299,23121120,160,2401,6462.96
9776,0,59005,51855,216.87,165,274,52,1373,245,36,52,577,141,540,143,82,25,8622,327,5,322,207,73,22,60,2,7667,14471,21,21,4454,15493,51,27,3.17983,23115172,162,2402,4937.55
7846,0,58582,51705,45,170,280,55,1347,236,39,51,587,145,495,153,79,24,8720,333,10,323,212,77,41,18,5,7430,14463,52,21,4454,15378,21,38,2.24963,23121124,161,5772,561.312
4233,0,52711,47926,20.3231,152,260,39,1205,195,39,51,520,136,520,157,80,25,8591,312,-8,320,260,110,12,178,2,5534,14281,22,41,4454,13288,62,26,9.08791,23115192,144,2402,545.723
4145,0,57478,50694,201.801,154,261,42,1503,271,37,55,654,143,641,149,83,25,8479,316,-5,321,238,63,26,266,2,6988,14518,22,26,4455,14981,33,41,19.7487,23110120,157,2402,7018.23
8086,0,60135,52590,74.9315,168,277,54,1427,247,42,50,606,157,530,169,79,24,8674,332,9,323,210,76,41,120,2,5877,1459,21,41,4455,14026,21,38,16.6559,23121124,165,580,5617.8
5207,0,57430,51128,21.8014,163,275,43,1209,205,38,48,500,144,491,151,80,24,8986,328,-4,332,249,67,41,4,1,5199,14474,113,11,4455,13265,21,38,1.71364,23119100,157,580,1639.93
6586,0,57184,50975,128.66,161,271,44,1204,199,39,48,496,145,496,154,82,24,8825,324,-5,329,271,67,22,16,1,4747,14419,113,21,4455,12768,61,17,2.03732,23115172,157,580,1442.27
7983,0,56911,50793,315,160,271,43,1175,192,37,48,487,140,487,148,82,24,8836,324,-5,329,271,67,28,18,1,4758,14415,113,21,4455,12745,36,36,0.450149,23110132,156,580,1907.4
10445,0,57734,51249,161.565,165,273,56,1334,256,27,55,555,115,555,115,80,25,8507,324,11,313,273,56,29,31,1,5485,,113,21,4455,13632,33,38,3.01696,23119100,158,580,968.258
13546,0,56299,50243,55.008,162,273,44,1291,222,40,48,536,149,510,161,79,24,8890,325,-3,328,248,67,29,60,2,7046,,21,21,4455,14785,33,38,3.87953,23119100,154,2402,11417
9270,0,58363,51339,306.87,171,279,55,1366,236,40,53,614,146,485,161,78,24,8699,332,8,324,213,78,29,26,4,8445,14493,46,17,4457,16331,33,38,4.76364,23119100,160,5772,385.458
7322,0,58310,51616,144.462,165,275,49,1317,231,39,50,554,139,507,149,77,23,8823,328,2,326,250,70,22,12,2,8188,14456,21,24,4457,16216,51,27,2.73612,23119100,160,580,969.561
1320,1,58945,51888,360,170,279,54,1289,225,34,53,581,138,460,147,77,23,8710,330,8,322,211,76,37,18,1,7183,1446,112,20,4457,15242,25,38,2.86241,23110132,161,2402,111.665
1321,1,58945,51888,333.435,169,278,53,1290,225,34,53,582,138,460,147,77,23,8711,330,7,323,211,76,37,20,1,7183,1446,112,20,4457,15242,25,38,4.26269,23110132,161,2402,204.046
1322,1,58945,51888,128.66,170,279,54,1289,225,34,53,581,138,460,147,77,23,8710,330,8,322,211,76,37,19,1,7183,1446,112,20,4457,15242,25,38,2.03732,23110132,161,2402,205.292
1323,1,58945,51888,353.66,170,279,54,1289,225,34,53,581,138,460,147,77,23,8710,330,8,322,211,76,37,20,4,7183,1446,43,20,4457,15242,25,38,2.87999,23110132,161,2402,170.163
11119,0,54684,49084,143.973,160,269,44,1324,225,42,48,547,155,523,170,79,24,8751,322,-4,326,244,66,36,102,1,7981,1443,113,21,4457,15435,39,25,4.32127,23121120,150,580,2229.28
4635,0,55708,49231,215.538,155,263,40,1490,258,44,50,625,160,562,183,77,23,8644,315,-6,321,238,62,29,225,1,10946,14377,113,38,4457,16427,33,38,2.73612,23119100,153,580,14280.5
4980,0,54746,48991,234.462,157,264,43,1464,257,42,52,625,148,555,165,76,23,8608,315,-4,319,197,64,29,225,1,9842,14372,113,27,4457,16530,33,38,13.439,23119100,150,207,20305.1
10386,0,50598,43238,4.96974,147,253,35,1573,269,45,49,656,167,589,195,76,24,8483,305,-11,316,229,56,36,370,2,9133,1436,21,41,4457,15879,39,25,7.30885,23121120,139,213,5235.74
7217,0,59309,52161,243.435,169,279,54,1226,216,30,53,553,132,438,136,76,23,8734,330,8,322,211,76,15,26,1,6513,14329,123,11,4457,14744,52,33,1.42323,23116142,162,5772,0
4877,0,54167,48717,24.444,158,267,43,1308,218,42,48,536,155,526,171,79,24,8694,321,-4,325,242,114,36,120,2,8478,,21,31,4457,15274,39,25,3.84039,23121120,149,207,1912.81
9723,0,57338,51036,135,164,278,43,1191,199,36,48,497,137,483,141,78,23,9151,331,-5,336,254,66,29,14,1,5349,,113,11,4457,13372,33,38,1.35022,23119100,157,580,1389.45
604,1,58792,51766,315,171,280,55,1315,229,36,53,590,141,470,151,78,24,8728,332,8,324,212,77,15,12,1,7262,14419,123,11,4458,15274,52,33,0.450149,23116142,161,5772,433.066
605,1,58792,51766,14.0362,171,280,55,1315,229,36,53,590,141,470,151,78,24,8728,332,8,324,212,77,15,15,1,7262,14419,123,11,4458,15274,52,33,3.9311,23116142,161,5772,240.351
606,1,58792,51766,260.538,170,279,55,1315,229,36,53,590,141,470,151,78,24,8713,332,8,324,212,77,15,11,1,7262,14419,123,11,4458,15274,52,33,1.93547,23116142,161,5772,459.816
13622,0,58792,51766,333.435,170,279,55,1315,229,36,53,590,141,470,151,78,24,8713,332,8,324,212,77,15,10,1,7236,14419,123,11,4458,15249,52,33,2.1343,23116142,161,5772,1012.73
11621,0,53616,45289,79.6952,160,270,43,1374,238,42,49,573,153,530,170,78,23,8815,322,-4,326,245,65,43,98,2,8619,1436,21,41,4458,16031,24,33,7.08135,23115152,147,213,8462.33
9938,0,52334,46481,294.692,145,251,33,1458,238,46,48,587,169,568,190,77,24,8429,304,-14,318,226,102,36,501,2,15727,14269,21,51,4458,16843,39,25,28.0117,23121120,143,2401,1854.03
3089,1,57338,51036,171.87,164,277,44,1178,193,35,48,490,133,475,136,78,23,9077,330,-5,335,253,66,15,11,4,5341,1455,46,11,4459,13381,52,33,2.24963,23116142,157,,674.904
3086,1,57338,51036,255.964,164,277,45,1179,194,35,48,491,132,476,135,78,23,9054,330,-4,334,253,66,15,9,4,5341,1455,46,11,4459,13381,52,33,3.9311,23116142,157,,673.619
3091,1,57369,51067,180,165,278,45,1180,194,35,48,491,133,476,136,79,23,9070,331,-4,335,254,66,15,12,4,5341,1455,46,11,4459,13381,52,33,0,23116142,157,,462.453
3092,1,57369,51067,9.46233,165,278,45,1180,194,35,48,491,133,476,136,79,23,9070,331,-4,335,254,66,15,14,4,5356,1455,46,11,4459,13392,52,33,1.93547,23116142,157,,321.033
3093,1,57369,51067,158.199,165,278,45,1180,194,35,48,491,133,476,136,79,23,9070,331,-4,335,254,66,15,12,4,5341,1455,46,11,4459,13381,52,33,1.71364,23116142,157,,392.064
3095,1,57369,51067,348.69,165,278,45,1180,194,35,48,491,133,476,136,79,23,9070,331,-4,335,254,66,15,11,4,5341,1455,46,11,4459,13381,52,33,1.62263,23116142,157,,321.675
3096,1,57338,51036,111.801,164,277,45,1179,194,35,48,491,132,476,135,78,23,9054,330,-4,334,253,66,15,5,1,5352,1455,123,11,4459,13390,52,33,3.42422,23116142,157,,743.366
11546,0,59340,52130,123.69,166,275,53,1394,248,39,51,591,145,541,151,81,25,8629,329,5,324,208,74,36,49,3,8126,14499,31,31,4459,16320,39,25,3.43891,23121120,162,2402,2352.98
7674,0,57488,51158,120.256,161,273,42,1232,210,39,48,509,146,498,153,79,23,8976,325,-5,330,248,65,28,41,1,5220,14475,113,21,4459,13287,36,36,4.41335,23110132,157,2402,8588.83
4428,0,52552,44554,285.068,154,261,42,1492,263,39,52,629,147,614,151,82,25,8488,315,-5,320,237,62,12,319,1,8121,14368,121,19,4459,15783,62,26,8.50767,23119100,144,5817,6008.68
4776,0,56848,50515,296.565,164,271,58,1406,279,25,57,603,113,603,113,82,26,8358,323,13,310,271,58,29,55,1,6275,,113,39,4459,13959,33,38,1.42323,23119100,156,580,2749.62
8794,0,53807,45747,193.241,161,269,53,1311,238,28,53,550,114,550,114,82,26,8470,321,7,314,269,53,12,90,2,4970,14482,21,41,4460,12999,63,25,5.5417,23115182,147,2401,5511.6
4037,0,57185,50914,168.69,161,271,43,1252,211,40,48,516,150,506,160,80,24,8870,325,-4,329,246,66,41,36,1,6186,14394,113,21,4460,14031,21,38,1.62263,23119100,157,4301,907.146
7573,0,57184,50975,350.538,160,270,43,1189,195,38,48,493,142,493,151,82,25,8814,323,-5,328,270,67,28,33,1,4749,14336,113,20,4460,12767,36,36,5.78883,23124100,157,2402,101.809
12964,0,49746,42902,188.531,155,263,40,1469,253,44,49,612,162,555,186,78,24,8635,316,-6,322,238,62,25,239,1,8541,,113,31,4460,15724,42,33,6.41053,23115192,136,5817,208.108
8964,0,56873,50391,72.8973,164,272,50,1438,259,38,53,615,144,585,151,83,25,8618,327,2,325,248,71,26,116,2,7261,14517,21,39,4461,15292,33,41,8.59393,23110120,156,580,6057.22
4851,0,57247,50976,180,161,272,43,1276,218,40,48,528,150,508,161,79,24,8910,325,-4,329,247,66,41,56,3,6422,1441,31,21,4461,14304,21,38,0,23121124,157,580,5840.41
9876,0,57338,51067,180,162,274,44,1211,204,39,48,500,145,494,153,81,24,8939,327,-4,331,248,67,29,8,1,5412,14393,113,11,4461,13416,33,38,0,23119100,157,580,2388.79
9355,0,54043,48565,155.556,156,264,41,1342,224,43,48,549,159,534,175,79,24,8649,318,-6,324,239,112,36,284,2,8542,,22,41,4461,15612,39,25,7.64658,23121120,149,213,1772.46
9782,0,55349,49326,246.644,163,269,49,1474,252,44,53,656,154,530,172,77,24,8538,321,2,319,204,71,43,154,2,8648,14466,22,41,4462,16510,24,33,14.9097,23115152,152,4311,2125.01
9747,0,55388,49695,5.7106,159,269,44,1272,211,42,49,523,149,519,167,80,24,8722,323,-3,326,244,115,36,62,2,7025,14377,21,32,4462,14565,39,25,3.19566,23121120,152,5817,1507.24
6621,0,58517,51550,149.036,168,277,55,1311,236,32,52,565,135,501,136,80,24,8634,330,9,321,209,76,29,8,1,7328,14525,113,11,4463,15238,33,38,1.8554,23119100,161,580,1335.72
9993,0,57427,51097,33.6901,161,272,42,1242,212,39,48,513,147,500,154,79,23,8957,325,-5,330,248,65,41,51,2,5524,14437,21,31,4463,13525,21,38,4.58094,23121124,157,2402,6464.17
7570,0,57339,51068,217.875,163,274,45,1253,213,40,48,518,149,502,159,80,24,8886,327,-1,328,249,68,48,13,3,6253,14423,31,17,4463,14168,22,30,3.62445,23115154,157,580,70.1003
4557,0,53988,48749,206.565,159,268,44,1256,207,41,49,518,147,518,164,80,24,8710,322,-4,326,268,116,36,87,2,6963,14343,21,36,4463,14466,39,25,7.08135,23121120,148,207,2016.13
8103,0,56788,50610,158.962,161,272,43,1293,221,41,48,534,152,511,164,79,24,8879,325,-3,328,246,66,43,69,1,6789,,113,31,4463,14576,24,33,4.42473,23115152,156,580,2002.68
12694,0,58640,51611,329.036,166,274,53,1347,243,32,52,564,134,535,134,82,25,8593,327,6,321,206,53,22,54,5,6959,14469,53,21,4464,14926,51,27,1.8554,23119100,161,580,4771.91
12977,0,59433,52223,4.08562,166,275,54,1290,240,28,54,555,125,505,125,77,24,8618,326,8,318,206,54,25,21,1,6747,14466,113,21,4464,14813,42,33,4.45867,23115192,163,580,3307.64
8908,0,53990,48780,324.462,159,271,41,1277,217,38,48,530,140,507,146,77,23,8944,323,-5,328,246,63,31,182,2,6277,14432,22,11,4464,14190,36,33,5.45982,23121122,148,580,6115.49
477,1,59344,52194,241.699,172,280,57,1410,242,44,50,611,155,510,168,79,24,8687,335,11,324,214,80,,4,1,6377,14415,123,11,4464,14459,,,4.68929,23125100,163,,122.727
5783,0,56971,50793,128.66,162,275,43,1252,214,38,48,521,141,498,147,78,23,8986,327,-3,330,250,66,43,58,2,6194,,21,40,4464,14038,24,33,2.03732,23115152,156,2402,1732.57
7749,0,56850,50641,310.365,164,275,46,1302,226,39,49,544,145,507,156,78,23,8902,328,0,328,250,68,36,26,1,7407,14433,113,11,4465,15134,39,25,8.29677,23121120,155,580,14422.1
9234,0,56850,50641,63.435,164,275,46,1301,226,39,49,544,145,507,156,78,23,8895,328,-1,329,250,68,29,32,1,7375,14433,113,11,4465,15107,33,38,0.711726,23119100,155,580,15018.3
13347,0,55930,49750,281.634,156,263,46,1429,255,33,52,586,137,582,137,81,25,8447,315,-1,316,238,46,29,143,1,7779,1444,111,39,4465,15272,33,38,21.0917,23110124,153,2402,6335.43
4957,0,55689,49723,285.751,159,267,46,1443,253,40,53,638,146,534,161,75,23,8591,317,0,317,200,67,12,199,3,7137,14367,31,41,4465,15264,62,26,12.6869,23115152,153,4311,4027.43
4664,0,56118,50183,344.291,158,268,42,1261,209,41,48,518,152,515,163,80,24,8766,321,-5,326,243,65,31,103,2,6291,14339,21,31,4465,14016,36,33,10.4632,23121122,154,1081,1267.69
11479,0,55054,49449,206.565,160,268,53,1338,247,27,54,568,112,568,112,83,26,8423,320,7,313,268,53,26,85,2,5264,1453,21,31,4466,13097,33,41,13.2804,23119100,151,580,2171.4
5421,0,59587,52315,9.46233,172,281,57,1402,242,43,50,603,155,510,166,79,24,8698,335,11,324,214,80,15,2,1,6565,1456,113,21,4466,14673,52,33,3.86653,23116142,163,5772,1119.52
9145,0,58978,52011,135,169,278,53,1342,239,36,54,591,136,503,147,76,23,8749,329,6,323,210,74,31,10,2,7169,14493,21,21,4466,15340,36,33,0.900242,23121122,162,580,1834.25
4208,0,57941,51247,296.565,169,278,55,1330,236,36,52,578,141,497,146,79,24,8672,330,8,322,210,76,29,22,1,7924,14475,113,19,4466,15756,33,38,2.1343,23119100,159,580,386.826
10521,0,59251,52163,333.435,168,277,53,1333,238,34,54,588,134,501,144,76,23,8707,327,6,321,209,74,29,20,1,6897,1445,113,21,4466,15120,33,38,2.1343,23115152,162,580,2491.38
8974,0,59251,52163,180,168,277,53,1329,237,34,54,585,134,500,143,76,23,8716,328,6,322,209,74,22,25,1,6843,1445,113,21,4466,15077,49,29,0.954841,23115152,162,580,2587.96
12617,0,57826,51341,135,165,275,50,1215,208,33,49,494,124,481,124,79,24,8757,327,3,324,250,50,29,11,1,5652,,113,22,4466,13775,33,38,0.450149,23119100,158,2402,2991.58
354,1,59769,52497,180,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,9,1,6121,14514,113,41,4467,14480,33,38,1.59114,23121124,163,580,205.255
305,1,59769,52497,90,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,9,1,6113,14514,113,41,4467,14474,33,38,1.27303,23121124,163,580,83.1437
307,1,59769,52497,167.471,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,12,1,6121,14514,113,41,4467,14480,33,38,2.93211,23121124,163,580,214.71
308,1,59738,52497,203.962,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,13,1,6121,14514,113,41,4467,14480,33,38,3.13187,23121124,163,580,214.71
309,1,59769,52497,187.125,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,12,1,6121,14514,113,41,4467,14480,33,38,2.56458,23121124,163,580,214.71
310,1,59769,52497,90,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,7,1,6113,14514,113,41,4467,14474,33,38,1.90915,23121124,163,580,132.505
311,1,59769,52497,153.435,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,10,1,6113,14514,113,41,4467,14474,33,38,2.1343,23121124,163,580,165.932
312,1,59738,52497,333.435,167,277,53,1239,223,28,53,550,129,460,130,76,23,8692,327,7,320,208,74,25,3,1,6143,14514,113,41,4467,14495,42,33,0.711726,23121124,163,580,241.274
313,1,59738,52497,158.199,167,277,53,1239,223,28,53,550,129,460,130,76,23,8692,327,7,320,208,74,25,6,1,6143,14514,113,41,4467,14495,42,33,1.71364,23121124,163,580,178.482
314,1,59738,52497,165.964,167,277,53,1239,223,28,53,550,129,460,130,76,23,8692,327,7,320,208,74,25,7,1,6150,14514,113,41,4467,14501,42,33,1.3122,23121124,163,580,258.861
315,1,59738,52497,225,167,277,53,1239,223,28,53,550,129,460,130,76,23,8692,327,7,320,208,74,25,7,1,6150,14514,113,41,4467,14501,42,33,1.80004,23121124,163,580,258.861
8099,0,59738,52497,194.036,168,277,54,1234,223,28,54,549,127,460,128,76,23,8693,328,8,320,209,75,29,15,1,6130,14514,113,41,4467,14486,33,38,1.3122,23119100,163,2402,372.71
10106,0,60530,52864,68.1986,172,281,56,1404,240,42,49,598,159,506,172,79,24,8744,337,12,325,214,80,41,4,1,5907,1457,113,21,4467,14185,21,38,1.71364,23121124,166,580,670.117
7218,0,51572,43972,142.595,155,263,40,1467,252,44,49,610,163,555,186,78,24,8648,316,-6,322,238,62,29,235,2,8540,14375,21,41,4467,15740,33,38,6.7803,23115192,141,31,1587.42
8313,0,58787,50751,21.3706,159,266,45,1371,228,45,49,556,156,534,186,79,24,8578,322,-1,323,241,116,36,149,2,16222,1446,22,51,4468,16951,39,25,7.81289,23121120,161,580,27.6409
4,1,58886,51888,37.875,169,279,55,1249,223,30,53,556,131,458,134,77,23,8693,330,8,322,211,76,29,19,4,6969,1451,46,12,4469,15051,33,38,3.62445,23119100,161,0,0
6600,0,57398,51037,222.274,163,274,46,1307,226,39,49,546,143,510,152,77,23,8872,326,-1,327,249,67,36,41,1,7326,14457,113,31,4469,15180,39,25,4.7213,23119100,157,580,9777.63
13201,0,60468,52833,206.565,172,281,56,1409,242,43,49,601,159,511,171,79,24,8745,336,12,324,213,79,29,9,1,6014,145,113,15,4470,14263,33,38,2.1343,23119100,166,5772,188.133
12735,0,56720,50238,111.801,166,274,52,1421,257,37,53,610,141,584,147,84,25,8628,329,3,326,250,73,26,66,2,7547,14492,22,30,4470,15443,33,41,1.71364,23124100,155,580,48.5048
9326,0,57660,50786,259.114,156,264,43,1493,270,37,55,652,141,641,147,84,26,8546,317,-6,323,240,64,26,249,2,6873,1455,21,41,4471,14902,33,41,8.3677,23110120,158,2402,10574.6
818,1,58424,51400,180,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,14,2,8318,14486,21,24,4471,16219,33,38,0.954841,23119100,160,5772,173.79
819,1,58424,51400,225,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,20,2,8303,14486,21,24,4471,16206,33,38,2.69895,23119100,160,5772,271.541
820,1,58424,51400,180,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,18,2,8303,14486,21,24,4471,16206,33,38,0,23119100,160,5772,372.341
821,1,58424,51400,360,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,14,2,8318,14486,21,24,4471,16219,33,38,0.954841,23119100,160,5772,173.79
822,1,58424,51400,243.435,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,19,2,8318,14486,21,24,4471,16219,33,38,2.1343,23119100,160,5772,171.542
823,1,58424,51400,116.565,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,17,2,8303,14486,21,24,4471,16206,33,38,2.1343,23119100,160,4311,372.341
824,1,58424,51400,210.964,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,14,2,8318,14486,21,24,4471,16219,33,38,1.8554,23119100,160,5772,172.365
826,1,58424,51400,303.69,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,18,2,8303,14486,21,24,4471,16206,33,38,1.14753,23119100,160,5772,372.341
825,1,58424,51400,302.471,170,279,55,1360,235,39,53,611,145,484,159,78,24,8710,332,8,324,212,77,29,19,2,8303,14486,21,24,4471,16206,33,38,4.14302,23119100,160,5772,273.785
775,1,58394,51370,122.005,171,279,55,1359,235,39,53,611,144,484,159,78,24,8695,332,8,324,212,78,29,18,1,8369,14486,113,25,4471,16264,33,38,3.00018,23119100,160,4311,33.0277
777,1,58363,51339,321.843,171,279,55,1359,235,39,53,611,144,484,159,78,24,8695,332,8,324,212,78,29,28,1,8369,14486,113,11,4471,16264,33,38,5.64897,23119100,160,4311,64.2691
6490,0,55963,49904,291.038,163,271,50,1333,239,32,52,578,137,506,139,78,24,8586,322,4,318,203,71,25,147,3,7312,14468,31,41,4471,15293,42,33,17.1983,23121124,154,2402,6713.73
7625,0,58770,51921,158.199,164,273,51,1330,243,32,53,562,131,524,133,76,23,8668,323,5,318,247,70,36,20,2,7026,14414,21,32,4471,15185,39,25,1.71364,23121120,161,2402,2144.76
10292,0,53680,45443,180,160,270,43,1364,237,41,50,571,149,527,163,77,23,8842,322,-3,325,246,65,36,110,1,8182,14373,113,41,4471,15745,39,25,2.86241,23121120,147,580,5177.84
6736,0,53597,48474,235.528,158,268,45,1319,232,35,51,545,134,524,134,76,23,8674,318,0,318,242,64,26,295,3,6442,14325,31,52,4471,14581,33,41,24.2995,23110120,147,31,1929.56
12777,0,58586,51799,125.538,165,276,51,1289,232,33,51,539,130,509,131,78,24,8735,327,5,322,250,71,29,42,1,6866,,113,31,4471,15012,33,38,5.45982,23119100,161,580,1612.58
13611,0,57460,51158,180,162,274,44,1211,205,38,48,500,144,492,151,81,24,8963,327,-4,331,249,67,29,0,5,5224,14474,52,11,4472,13285,33,38,0.954841,23119100,157,580,642.537
5159,0,58247,51522,101.31,157,265,46,1375,252,31,53,583,134,543,134,75,23,8537,314,1,313,197,65,29,148,2,6368,14369,21,37,4472,14636,33,38,24.3822,23121120,159,580,898.31
9101,0,59342,52254,84.1737,159,267,47,1363,250,30,54,581,132,537,132,75,23,8534,316,2,314,198,67,29,180,3,6335,14369,31,37,4472,14613,33,38,15.3036,23119100,162,580,824.21
11926,0,58643,51766,188.94,159,267,47,1363,250,30,54,581,132,537,132,75,23,8534,316,2,314,198,67,29,109,3,6322,14369,31,16,4472,14605,33,38,26.5891,23119100,160,580,610.116
9618,0,55471,49417,34.1597,151,258,36,1489,256,44,49,622,160,570,181,76,23,8594,309,-10,319,233,58,12,176,2,10105,14339,22,39,4472,16200,63,25,10.6467,23115182,152,31,20450.4
9180,0,58007,51463,225,165,274,55,1313,247,28,54,540,119,536,119,79,25,8555,325,10,315,247,55,28,27,1,5728,,113,21,4472,13890,36,36,1.35022,23110132,159,580,4232.65
13629,0,58007,51463,308.66,165,274,55,1318,249,28,54,542,119,539,119,79,25,8549,325,10,315,247,55,28,35,5,5721,,52,21,4472,13883,36,36,2.03732,23110132,159,580,3759.11
12709,0,59524,52345,191.31,169,278,53,1311,233,33,54,584,133,488,143,76,23,8745,329,6,323,210,75,,13,1,6396,14461,123,11,4473,14697,,,1.62263,23121124,163,5772,957.367
3229,1,57098,50915,135,163,278,42,1133,179,34,49,477,128,472,131,80,23,9163,331,-9,340,253,64,22,-24,4,4120,14366,43,13,4473,12240,47,31,1.35022,23125100,156,5772,186.886
3231,1,57098,50915,85.6013,163,278,42,1133,179,34,49,477,128,472,131,80,23,9163,331,-9,340,253,64,22,-24,4,4150,14366,43,13,4473,12272,47,31,4.14302,23125100,156,5772,181.349
